%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606827283480776013,84,1606827283480482360,world,2690400.5421,1194455.3428,437.7311
1606827283652581611,85,1606827283652317800,world,2690400.5421,1194455.3431,437.7312
1606827283707287259,86,1606827283707123772,world,2690400.5421,1194455.3432,437.7312
1606827283803234290,87,1606827283803049195,world,2690400.5422,1194455.3433,437.7312
1606827283947067457,88,1606827283946890581,world,2690400.5422,1194455.3434,437.7313
1606827284053918704,89,1606827284053763418,world,2690400.5421,1194455.3433,437.7312
1606827284174767030,90,1606827284174600835,world,2690400.5421,1194455.3432,437.7312
1606827284317698294,91,1606827284317490459,world,2690400.5422,1194455.3436,437.7314
1606827284445471075,92,1606827284445322355,world,2690400.542,1194455.3431,437.7312
1606827284538393266,93,1606827284538191148,world,2690400.5419,1194455.343,437.7311
1606827284663234235,94,1606827284663065416,world,2690400.5419,1194455.3431,437.7312
1606827284754037205,95,1606827284753927558,world,2690400.5419,1194455.3431,437.7312
1606827284892941608,96,1606827284892797784,world,2690400.5419,1194455.3432,437.7312
1606827285004817489,97,1606827285004668740,world,2690400.5419,1194455.3431,437.7311
1606827285112928889,98,1606827285112686506,world,2690400.542,1194455.3434,437.7312
1606827285221709936,99,1606827285221532806,world,2690400.5419,1194455.3431,437.731
1606827285371452007,100,1606827285371292135,world,2690400.542,1194455.3433,437.7311
1606827285483356948,101,1606827285483180121,world,2690400.5419,1194455.3431,437.731
1606827285611291266,102,1606827285611094776,world,2690400.5419,1194455.3431,437.731
1606827285753181632,103,1606827285752974158,world,2690400.542,1194455.3434,437.7312
1606827285992832597,104,1606827285992640851,world,2690400.542,1194455.3433,437.7311
1606827286015827662,105,1606827286015642097,world,2690400.542,1194455.3433,437.7311
1606827286252622726,106,1606827286252409844,world,2690400.5419,1194455.343,437.731
1606827286316443431,107,1606827286316261271,world,2690400.5419,1194455.3432,437.7311
1606827286355466457,108,1606827286355272324,world,2690400.5419,1194455.3431,437.731
1606827286446292433,109,1606827286446102037,world,2690400.542,1194455.3433,437.7311
1606827286509147097,110,1606827286508986106,world,2690400.542,1194455.3434,437.7311
1606827286620378212,111,1606827286620084347,world,2690400.5419,1194455.3431,437.731
1606827286747906251,112,1606827286747736887,world,2690400.542,1194455.3433,437.7311
1606827286891939015,113,1606827286891681690,world,2690400.542,1194455.3434,437.7311
1606827286955816226,114,1606827286955624909,world,2690400.542,1194455.3435,437.7312
1606827287092713335,115,1606827287092469262,world,2690400.542,1194455.3435,437.7312
1606827287214438940,116,1606827287214209507,world,2690400.542,1194455.3435,437.7312
1606827287300260717,117,1606827287300109016,world,2690400.542,1194455.3435,437.7312
1606827287428313580,118,1606827287428110082,world,2690400.542,1194455.3435,437.7312
1606827287554116293,119,1606827287553936004,world,2690400.542,1194455.3435,437.7312
1606827287654887128,120,1606827287654742202,world,2690400.5419,1194455.3432,437.7311
1606827287757847376,121,1606827287757671589,world,2690400.5419,1194455.3432,437.7311
1606827287900670168,122,1606827287900485668,world,2690400.5419,1194455.3431,437.731
1606827288036743116,123,1606827288036470856,world,2690400.5421,1194455.3436,437.7312
1606827288121540737,124,1606827288121345743,world,2690400.5419,1194455.3433,437.7311
1606827288249210828,125,1606827288249080274,world,2690400.542,1194455.3434,437.7311
1606827288386096642,126,1606827288385918857,world,2690400.542,1194455.3434,437.7311
1606827288460087232,127,1606827288459902794,world,2690400.542,1194455.3434,437.7311
1606827288619849550,128,1606827288619686568,world,2690400.5419,1194455.343,437.731
1606827288745674944,129,1606827288745490365,world,2690400.5421,1194455.3436,437.7312
1606827288911596899,130,1606827288911392537,world,2690400.5419,1194455.3431,437.731
1606827288987346580,131,1606827288987207264,world,2690400.542,1194455.3435,437.7312
1606827289082255978,132,1606827289082100996,world,2690400.542,1194455.3434,437.7311
