%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606827117789154831,7589,1606827117789040635,world,2690400.6136,1194455.3206,438.2303
1606827117884135170,7590,1606827117883947556,world,2690400.6136,1194455.3208,438.2303
1606827118019156736,7591,1606827118018881794,world,2690400.6136,1194455.3208,438.2303
1606827118162957584,7592,1606827118162767863,world,2690400.6136,1194455.3207,438.2303
1606827118282664140,7593,1606827118282505623,world,2690400.6136,1194455.3208,438.2302
1606827118442653732,7594,1606827118442386932,world,2690400.6137,1194455.3209,438.2303
1606827118543488291,7595,1606827118543253960,world,2690400.6136,1194455.3206,438.2303
1606827118648431317,7596,1606827118648203588,world,2690400.6137,1194455.3209,438.2302
1606827118821052707,7597,1606827118820882999,world,2690400.6136,1194455.3207,438.2302
1606827118955950980,7598,1606827118955742629,world,2690400.6135,1194455.3205,438.2303
1606827119029864542,7599,1606827119029668022,world,2690400.6136,1194455.3207,438.2303
1606827119132728875,7600,1606827119132548581,world,2690400.6136,1194455.3208,438.2302
1606827119258571707,7601,1606827119258365648,world,2690400.6136,1194455.3207,438.2303
1606827119348512912,7602,1606827119348350479,world,2690400.6136,1194455.3208,438.2302
1606827119492362493,7603,1606827119492183304,world,2690400.6136,1194455.3208,438.2303
1606827119625306276,7604,1606827119625063565,world,2690400.6136,1194455.3206,438.2303
1606827119717230568,7605,1606827119716987588,world,2690400.6136,1194455.3207,438.2303
1606827119828921613,7606,1606827119828760818,world,2690400.6136,1194455.3207,438.2303
1606827119937854197,7607,1606827119937643748,world,2690400.6136,1194455.3208,438.2303
1606827120047730116,7608,1606827120047554217,world,2690400.6136,1194455.3208,438.2302
1606827120151754024,7609,1606827120151495408,world,2690400.6136,1194455.3207,438.2303
1606827120309450692,7610,1606827120309255157,world,2690400.6136,1194455.3206,438.2303
1606827120458206961,7611,1606827120458035894,world,2690400.6136,1194455.3206,438.2303
1606827120570352262,7612,1606827120570127444,world,2690400.6136,1194455.3206,438.2303
1606827120695144258,7613,1606827120694919847,world,2690400.6136,1194455.3207,438.2302
1606827120830989903,7614,1606827120830764561,world,2690400.6136,1194455.3206,438.2303
1606827120990843323,7615,1606827120990619624,world,2690400.6136,1194455.3206,438.2303
1606827121080715063,7616,1606827121080474817,world,2690400.6136,1194455.3207,438.2302
1606827121199415733,7617,1606827121199231656,world,2690400.6136,1194455.3209,438.2302
1606827121274288845,7618,1606827121274134635,world,2690400.6135,1194455.3205,438.2303
1606827121353285232,7619,1606827121353106199,world,2690400.6136,1194455.3206,438.2303
1606827121439270256,7620,1606827121439046442,world,2690400.6136,1194455.3207,438.2302
1606827121546049832,7621,1606827121545897570,world,2690400.6136,1194455.3208,438.2303
1606827121689845413,7622,1606827121689668423,world,2690400.6135,1194455.3205,438.2303
1606827121845787674,7623,1606827121845591387,world,2690400.6136,1194455.3207,438.2302
1606827121941535454,7624,1606827121941358986,world,2690400.6136,1194455.3206,438.2303
1606827122044476681,7625,1606827122044260746,world,2690400.6136,1194455.3206,438.2303
1606827122824520992,7626,1606827122824370322,world,2690400.6137,1194455.321,438.2302
1606827122957330893,7627,1606827122957205622,world,2690400.6136,1194455.3209,438.2302
1606827123033453230,7628,1606827123033200612,world,2690400.6136,1194455.3208,438.2302
1606827123137110519,7629,1606827123136978156,world,2690400.6136,1194455.3208,438.2302
1606827123265271084,7630,1606827123265029890,world,2690400.6136,1194455.3209,438.2302
