%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606991130720102053,7626,1606991130254434759,world,2690414.0848,1194449.8066,435.5816
1606991130720130561,7627,1606991130410312906,world,2690414.0848,1194449.8065,435.5817
1606991130720147454,7628,1606991130513252794,world,2690414.085,1194449.8065,435.5816
1606991130720188329,7629,1606991130657067424,world,2690414.0854,1194449.8063,435.5816
1606991130806244745,7630,1606991130806006364,world,2690414.0851,1194449.8064,435.5816
1606991130875070248,7631,1606991130874897643,world,2690414.0849,1194449.8065,435.5816
1606991130998048437,7632,1606991130997792324,world,2690414.0856,1194449.8062,435.5816
1606991131116083069,7633,1606991131115774949,world,2690414.0851,1194449.8064,435.5816
1606991131225770156,7634,1606991131225540348,world,2690414.0849,1194449.8065,435.5816
1606991131393641078,7635,1606991131393383915,world,2690414.0853,1194449.8064,435.5816
1606991131489536224,7636,1606991131489341446,world,2690414.0849,1194449.8065,435.5816
1606991131728292720,7637,1606991131728104941,world,2690414.0851,1194449.8064,435.5816
1606991131790367702,7638,1606991131790046125,world,2690414.0846,1194449.8067,435.5817
1606991132040096073,7639,1606991132039886688,world,2690414.0854,1194449.8063,435.5816
1606991132109146556,7640,1606991132108807373,world,2690414.0854,1194449.8063,435.5816
1606991132147051268,7641,1606991132146799032,world,2690414.0855,1194449.8062,435.5816
1606991132226888536,7642,1606991132226675633,world,2690414.0847,1194449.8066,435.5817
1606991132311761934,7643,1606991132311584668,world,2690414.0855,1194449.8062,435.5816
1606991132407751818,7644,1606991132407548064,world,2690414.0856,1194449.8061,435.5816
1606991132588752665,7645,1606991132588441913,world,2690414.0851,1194449.8064,435.5816
1606991132713734134,7646,1606991132713384033,world,2690414.0852,1194449.8064,435.5816
1606991132830462458,7647,1606991132830198330,world,2690414.0849,1194449.8065,435.5816
1606991132919303094,7648,1606991132919103897,world,2690414.0854,1194449.8063,435.5816
1606991133009218794,7649,1606991133009019028,world,2690414.0856,1194449.8062,435.5816
1606991133191282155,7650,1606991133190932163,world,2690414.0853,1194449.8064,435.5816
1606991133285016734,7651,1606991133284794109,world,2690414.0851,1194449.8064,435.5816
1606991133428817175,7652,1606991133428589899,world,2690414.0853,1194449.8064,435.5816
1606991133505786620,7653,1606991133505592452,world,2690414.0854,1194449.8063,435.5816
1606991133615719313,7654,1606991133615486877,world,2690414.085,1194449.8065,435.5816
1606991133784459835,7655,1606991133784283795,world,2690414.0854,1194449.8063,435.5816
1606991133869678310,7656,1606991133869345214,world,2690414.085,1194449.8065,435.5816
1606991134013449546,7657,1606991134013229194,world,2690414.0846,1194449.8067,435.5816
1606991134109579700,7658,1606991134109250856,world,2690414.0852,1194449.8064,435.5816
1606991134242184118,7659,1606991134242004887,world,2690414.0846,1194449.8067,435.5817
1606991134401033274,7660,1606991134400856228,world,2690414.0849,1194449.8065,435.5816
1606991134529432586,7661,1606991134529019512,world,2690414.0853,1194449.8064,435.5816
1606991134862716493,7662,1606991134862482848,world,2690414.0847,1194449.8066,435.5816
1606991134916746432,7663,1606991134916468436,world,2690414.0857,1194449.8061,435.5816
1606991134964704742,7664,1606991134964484137,world,2690414.085,1194449.8065,435.5816
1606991135119580736,7665,1606991135119298560,world,2690414.085,1194449.8065,435.5816
1606991135183388540,7666,1606991135183182183,world,2690414.0845,1194449.8068,435.5817
1606991135321328193,7667,1606991135321148114,world,2690414.0855,1194449.8062,435.5816
1606991135433238407,7668,1606991135432995309,world,2690414.0847,1194449.8066,435.5817
1606991135545447353,7669,1606991135545080058,world,2690414.0856,1194449.8062,435.5815
1606991135604010620,7670,1606991135603797134,world,2690414.0853,1194449.8064,435.5816
1606991135652124217,7671,1606991135651884193,world,2690414.0854,1194449.8063,435.5815
1606991135753037394,7672,1606991135752790805,world,2690414.0845,1194449.8068,435.5817
1606991135908841562,7673,1606991135908642344,world,2690414.0851,1194449.8065,435.5816
1606991136018707778,7674,1606991136018475873,world,2690414.085,1194449.8065,435.5816
1606991136123683191,7675,1606991136123439313,world,2690414.0854,1194449.8063,435.5816
1606991136251582908,7676,1606991136251316099,world,2690414.0854,1194449.8063,435.5816
1606991136368603874,7677,1606991136368289643,world,2690414.0852,1194449.8064,435.5816
1606991136506383661,7678,1606991136506154692,world,2690414.0846,1194449.8067,435.5816
1606991136614188912,7679,1606991136613944535,world,2690414.0846,1194449.8067,435.5817
1606991136710202488,7680,1606991136709990593,world,2690414.0856,1194449.8062,435.5815
1606991136844382697,7681,1606991136843998814,world,2690414.0852,1194449.8064,435.5816
1606991136952067044,7682,1606991136951769567,world,2690414.0855,1194449.8062,435.5816
