%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606990754059432122,4630,1606990753880272739,world,2690401.8751,1194451.3778,436.2199
1606990754059454134,4631,1606990754037037251,world,2690401.8751,1194451.3778,436.2199
1606990754144047445,4632,1606990754143896867,world,2690401.8752,1194451.3772,436.2199
1606990754260976841,4633,1606990754260820834,world,2690401.8751,1194451.3778,436.2199
1606990754377906944,4634,1606990754377736740,world,2690401.8751,1194451.3777,436.2199
1606990754440904501,4635,1606990754440722778,world,2690401.8751,1194451.3774,436.2199
1606990754462044807,4636,1606990754461803371,world,2690401.8751,1194451.3775,436.2199
1606990754589905040,4637,1606990754589676215,world,2690401.8751,1194451.3776,436.2199
1606990754682719230,4638,1606990754682518489,world,2690401.8751,1194451.3778,436.2199
1606990754800758142,4639,1606990754800497902,world,2690401.875,1194451.3779,436.2199
1606990754953523509,4640,1606990754953310176,world,2690401.8751,1194451.3774,436.2199
1606990755033561465,4641,1606990755033288970,world,2690401.8751,1194451.3776,436.2199
1606990755145380935,4642,1606990755145127012,world,2690401.8751,1194451.3777,436.2199
1606990755289494710,4643,1606990755289172629,world,2690401.8751,1194451.3775,436.2199
1606990755417282047,4644,1606990755417019243,world,2690401.8751,1194451.3775,436.2199
1606990755494075647,4645,1606990755493834001,world,2690401.8751,1194451.3777,436.2199
1606990755633023095,4646,1606990755632756675,world,2690401.8751,1194451.3776,436.2199
1606990756455139061,4647,1606990756454905627,world,2690401.8751,1194451.3778,436.2199
1606990756629891870,4648,1606990756629749453,world,2690401.8751,1194451.3777,436.2199
1606990756715916577,4649,1606990756715726001,world,2690401.875,1194451.378,436.2199
1606990756948593840,4650,1606990756948444816,world,2690401.8751,1194451.3775,436.2199
1606990756970614809,4651,1606990756970460401,world,2690401.8751,1194451.3774,436.2199
1606990757137635705,4652,1606990757137430240,world,2690401.8751,1194451.3774,436.2198
1606990757179317039,4653,1606990757179224634,world,2690401.8751,1194451.3774,436.2198
1606990757371281076,4654,1606990757371097674,world,2690401.8751,1194451.3774,436.2198
1606990757416313994,4655,1606990757416085362,world,2690401.8752,1194451.3772,436.2198
1606990757472151847,4656,1606990757471995258,world,2690401.8751,1194451.3775,436.2198
1606990757545229358,4657,1606990757545030131,world,2690401.8752,1194451.3772,436.2198
1606990757687988869,4658,1606990757687796710,world,2690401.8751,1194451.3774,436.2198
1606990757821849779,4659,1606990757821693128,world,2690401.8752,1194451.3769,436.2198
1606990757922736430,4660,1606990757922594752,world,2690401.8752,1194451.377,436.2198
1606990758025671805,4661,1606990758025530834,world,2690401.8751,1194451.3774,436.2198
1606990758135729517,4662,1606990758135502656,world,2690401.8751,1194451.3777,436.2199
1606990758279625452,4663,1606990758279442965,world,2690401.8751,1194451.3775,436.2198
1606990758423665391,4664,1606990758423348106,world,2690401.8751,1194451.3776,436.2198
1606990758493326283,4665,1606990758492407552,world,2690401.8751,1194451.3779,436.2199
1606990758636296617,4666,1606990758636102373,world,2690401.8751,1194451.3775,436.2198
1606990758821089493,4667,1606990758820899387,world,2690401.8751,1194451.3779,436.2199
1606990758866181812,4668,1606990758865901068,world,2690401.8751,1194451.3774,436.2198
1606990758991369347,4669,1606990758990956412,world,2690401.8751,1194451.3779,436.2199
1606990759087076085,4670,1606990759086790229,world,2690401.8752,1194451.3773,436.2198
1606990759206845620,4671,1606990759206564459,world,2690401.8752,1194451.377,436.2198
1606990759372041212,4672,1606990759371595686,world,2690401.8751,1194451.3774,436.2198
1606990759589666022,4673,1606990759589375446,world,2690401.8751,1194451.3774,436.2198
1606990759669617687,4674,1606990759669288687,world,2690401.8752,1194451.3773,436.2198
