%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1606991131111629374,4147910,1606987530404712320,imu_link,0.005147839430719614,0.007378846872597933,0.39634084701538086,0.9180594086647034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70539855957031,0.5424754023551941,0.8767629861831665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010734121315181255,0.009706823155283928,0.04318803921341896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131111671929,4147911,1606987530404857306,imu_link,0.005147363059222698,0.007380370981991291,0.3963399827480316,0.918059766292572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70529556274414,0.5426582098007202,0.876781702041626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004143066238611937,0.028590600937604904,0.017123255878686905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131111690314,4147912,1606987530405006872,imu_link,0.005147363059222698,0.007380370981991291,0.3963399827480316,0.918059766292572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70529556274414,0.5426582098007202,0.876781702041626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004143066238611937,0.028590600937604904,0.017123255878686905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131111704041,4147913,1606987530405102143,imu_link,0.005142569541931152,0.007378070615231991,0.39634376764297485,0.9180582165718079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70576095581055,0.5426304340362549,0.876175045967102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004117216914892197,0.009881757199764252,0.023196587339043617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131120595216,4147914,1606987530405180785,imu_link,0.005142569541931152,0.007378070615231991,0.39634376764297485,0.9180582165718079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70576095581055,0.5426304340362549,0.876175045967102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004117216914892197,0.009881757199764252,0.023196587339043617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131120617685,4147915,1606987530405260539,imu_link,0.005143077112734318,0.00737750856205821,0.39634498953819275,0.9180576801300049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.705909729003906,0.5425470471382141,0.876203715801239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632041186094284e-05,-0.006319038104265928,0.03801005333662033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131120644039,4147916,1606987530405358105,imu_link,0.005143077112734318,0.00737750856205821,0.39634498953819275,0.9180576801300049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.705909729003906,0.5425470471382141,0.876203715801239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.632041186094284e-05,-0.006319038104265928,0.03801005333662033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131120652611,4147917,1606987530405439102,imu_link,0.005145391449332237,0.007376567926257849,0.3963445723056793,0.9180578589439392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70586395263672,0.5423433780670166,0.8764042258262634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015279516577720642,0.015974605455994606,0.049714647233486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131191400702,4147918,1606987530405637587,imu_link,0.005145391449332237,0.007376567926257849,0.3963445723056793,0.9180578589439392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.70586395263672,0.5423433780670166,0.8764042258262634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015279516577720642,0.015974605455994606,0.049714647233486176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606991131191423128,4147919,1606987530405729540,imu_link,0.00514629203826189,0.0073762321844697,0.396344393491745,0.918057918548584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.705833435058594,0.5422673225402832,0.8764835596084595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004694710951298475,0.0073827155865728855,0.041401106864213943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
