%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606990794740737934,4949,1606990794640502814,world,2690401.8675,1194451.3798,435.7025
1606990794793670782,4950,1606990794793371458,world,2690401.8675,1194451.38,435.7025
1606990794833556419,4951,1606990794833311589,world,2690401.8674,1194451.3804,435.7026
1606990794958496763,4952,1606990794958238855,world,2690401.8675,1194451.3799,435.7025
1606990795092465518,4953,1606990795092205303,world,2690401.8675,1194451.38,435.7025
1606990795232341966,4954,1606990795232018028,world,2690401.8675,1194451.3801,435.7025
1606990795310112532,4955,1606990795309927083,world,2690401.8674,1194451.3804,435.7026
1606990795486105353,4956,1606990795485852829,world,2690401.8675,1194451.3801,435.7025
1606990795677650723,4957,1606990795677482994,world,2690401.8675,1194451.3801,435.7025
1606990795786684373,4958,1606990795786501393,world,2690401.8675,1194451.3798,435.7024
1606990795991418356,4959,1606990795991246371,world,2690401.8674,1194451.3804,435.7026
1606990796093657859,4960,1606990796093325316,world,2690401.8675,1194451.3801,435.7025
1606990796292599872,4961,1606990796292228334,world,2690401.8675,1194451.38,435.7025
1606990796386127300,4962,1606990796385925619,world,2690401.8675,1194451.3801,435.7025
1606990796410195435,4963,1606990796409955614,world,2690401.8675,1194451.3802,435.7025
1606990796521410579,4964,1606990796520998725,world,2690401.8675,1194451.38,435.7025
1606990796605853933,4965,1606990796605720521,world,2690401.8675,1194451.38,435.7025
1606990796741079466,4966,1606990796740776031,world,2690401.8675,1194451.3801,435.7025
1606990796816865501,4967,1606990796816658555,world,2690401.8675,1194451.3799,435.7025
1606990796864808471,4968,1606990796864617517,world,2690401.8675,1194451.3798,435.7025
1606990796944751339,4969,1606990796944515238,world,2690401.8674,1194451.3805,435.7026
1606990797085430342,4970,1606990797085313858,world,2690401.8675,1194451.3801,435.7025
1606990797221538133,4971,1606990797221314448,world,2690401.8675,1194451.38,435.7025
1606990797311555369,4972,1606990797311240479,world,2690401.8675,1194451.38,435.7025
1606990797439419180,4973,1606990797439153683,world,2690401.8674,1194451.3803,435.7026
1606990797566128456,4974,1606990797565895058,world,2690401.8675,1194451.3799,435.7025
1606990797646103052,4975,1606990797645929211,world,2690401.8675,1194451.3801,435.7025
1606990797816959194,4976,1606990797816701076,world,2690401.8675,1194451.3799,435.7025
1606990797903053606,4977,1606990797902714898,world,2690401.8675,1194451.3802,435.7025
1606990797996752976,4978,1606990797996547110,world,2690401.8675,1194451.38,435.7025
1606990798140708681,4979,1606990798140437646,world,2690401.8675,1194451.3803,435.7025
1606990798231401847,4980,1606990798231252898,world,2690401.8675,1194451.38,435.7025
1606990798407425808,4981,1606990798407232401,world,2690401.8675,1194451.3804,435.7025
1606990798525454975,4982,1606990798525095535,world,2690401.8675,1194451.3802,435.7025
1606990798648236954,4983,1606990798648026195,world,2690401.8675,1194451.3801,435.7025
1606990798919237861,4984,1606990798918901462,world,2690401.8675,1194451.3803,435.7025
1606990798944893109,4985,1606990798944725277,world,2690401.8676,1194451.3797,435.7024
1606990799199873390,4986,1606990799199600565,world,2690401.8675,1194451.3803,435.7026
