%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606991285145098258,8825,1606991285051721877,world,2690415.3654,1194448.6704,436.0854
1606991285145130297,8826,1606991285099624009,world,2690415.3657,1194448.6703,436.0854
1606991285201872146,8827,1606991285201634963,world,2690415.3659,1194448.6702,436.0854
1606991285329722821,8828,1606991285329492513,world,2690415.3658,1194448.6702,436.0854
1606991285463676450,8829,1606991285463350220,world,2690415.3663,1194448.67,436.0854
1606991286118273931,8830,1606991286117919800,world,2690415.3644,1194448.671,436.0855
1606991286252199284,8831,1606991286251846419,world,2690415.3657,1194448.6703,436.0854
1606991286343133875,8832,1606991286342731095,world,2690415.3656,1194448.6703,436.0854
1606991286459804004,8833,1606991286459507955,world,2690415.3652,1194448.6705,436.0854
1606991286577771160,8834,1606991286577501812,world,2690415.3653,1194448.6705,436.0854
1606991286721772852,8835,1606991286721423891,world,2690415.365,1194448.6706,436.0854
1606991286862674735,8836,1606991286862360740,world,2690415.3648,1194448.6708,436.0855
1606991286972619705,8837,1606991286972234930,world,2690415.3653,1194448.6706,436.0854
1606991287064289423,8838,1606991287064008604,world,2690415.3653,1194448.6705,436.0854
1606991287218201241,8839,1606991287217880456,world,2690415.3657,1194448.6703,436.0854
1606991287329930403,8840,1606991287329723107,world,2690415.3652,1194448.6705,436.0854
1606991287497858280,8841,1606991287497659114,world,2690415.3657,1194448.6703,436.0854
1606991287609878434,8842,1606991287609624051,world,2690415.3655,1194448.6704,436.0854
1606991287720984669,8843,1606991287720628229,world,2690415.3652,1194448.6705,436.0854
1606991287864728967,8844,1606991287864469901,world,2690415.3659,1194448.6702,436.0854
1606991287960625427,8845,1606991287960317479,world,2690415.3657,1194448.6703,436.0854
1606991288243487584,8846,1606991288243177373,world,2690415.3657,1194448.6703,436.0854
1606991288307452664,8847,1606991288307105717,world,2690415.3649,1194448.6707,436.0854
1606991288413343669,8848,1606991288413053279,world,2690415.365,1194448.6706,436.0854
1606991288517206282,8849,1606991288516923093,world,2690415.3654,1194448.6704,436.0854
1606991288602250766,8850,1606991288601899007,world,2690415.3654,1194448.6705,436.0854
1606991288746222295,8851,1606991288745846178,world,2690415.365,1194448.6707,436.0854
1606991288809995536,8852,1606991288809725019,world,2690415.3654,1194448.6704,436.0853
1606991288905756853,8853,1606991288905517445,world,2690415.3653,1194448.6704,436.0854
1606991289009885271,8854,1606991289009571460,world,2690415.3654,1194448.6704,436.0854
1606991289121616927,8855,1606991289121395639,world,2690415.3648,1194448.6707,436.0854
1606991289264655234,8856,1606991289264355720,world,2690415.3648,1194448.6707,436.0855
1606991289385504082,8857,1606991289385260023,world,2690415.3655,1194448.6704,436.0854
1606991289513246863,8858,1606991289513016163,world,2690415.3654,1194448.6704,436.0854
1606991289641269072,8859,1606991289640987347,world,2690415.366,1194448.6701,436.0853
1606991289801197912,8860,1606991289800927532,world,2690415.3657,1194448.6703,436.0854
1606991289902226968,8861,1606991289901898304,world,2690415.3661,1194448.67,436.0854
1606991289994280726,8862,1606991289993864958,world,2690415.365,1194448.6706,436.0855
1606991290111082969,8863,1606991290110731235,world,2690415.3659,1194448.6702,436.0854
1606991290398760137,8864,1606991290398446438,world,2690415.3658,1194448.6702,436.0853
1606991290643494746,8865,1606991290643193050,world,2690415.3652,1194448.6706,436.0854
1606991290771522423,8866,1606991290771172488,world,2690415.3657,1194448.6703,436.0854
1606991290851294735,8867,1606991290851038245,world,2690415.3655,1194448.6704,436.0854
1606991290979090398,8868,1606991290978901530,world,2690415.3649,1194448.6707,436.0854
1606991291011048663,8869,1606991291010846892,world,2690415.3654,1194448.6704,436.0854
1606991291160283853,8870,1606991291159911854,world,2690415.3652,1194448.6705,436.0854
1606991291266959596,8871,1606991291266690766,world,2690415.3657,1194448.6703,436.0854
1606991291357904783,8872,1606991291357675312,world,2690415.366,1194448.6701,436.0854
1606991291501687915,8873,1606991291501483123,world,2690415.3644,1194448.6715,436.0855
1606991291637674511,8874,1606991291637413278,world,2690415.3652,1194448.671,436.0855
1606991291749601202,8875,1606991291749333963,world,2690415.365,1194448.671,436.0855
1606991291845537516,8876,1606991291845261636,world,2690415.3648,1194448.6711,436.0855
1606991291923302287,8877,1606991291923085779,world,2690415.3651,1194448.6709,436.0855
1606991292060408273,8878,1606991292060125092,world,2690415.3652,1194448.6709,436.0855
1606991292180088246,8879,1606991292179893719,world,2690415.3636,1194448.6725,436.0855
1606991292338127605,8880,1606991292337798579,world,2690415.3617,1194448.6748,436.0857
1606991292530009656,8881,1606991292529673521,world,2690415.359,1194448.6784,436.0859
1606991292636139316,8882,1606991292635687097,world,2690415.3537,1194448.6838,436.0863
1606991292674103716,8883,1606991292673616801,world,2690415.347,1194448.6926,436.0868
1606991292864618982,8884,1606991292864364140,world,2690415.3367,1194448.7046,436.0873
1606991292989585934,8885,1606991292989312157,world,2690415.3249,1194448.7198,436.0879
1606991293067530072,8886,1606991293067205485,world,2690415.31,1194448.7385,436.0886
1606991293192327857,8887,1606991293192091093,world,2690415.2945,1194448.759,436.089
1606991293288282873,8888,1606991293288002428,world,2690415.2764,1194448.7839,436.0893
1606991293431063778,8889,1606991293430866433,world,2690415.2534,1194448.813,436.0897
1606991293521204235,8890,1606991293520845984,world,2690415.2275,1194448.8438,436.0899
1606991293640180084,8891,1606991293639771657,world,2690415.2012,1194448.8803,436.0904
1606991293781871320,8892,1606991293781600152,world,2690415.1753,1194448.9117,436.0903
1606991293962871363,8893,1606991293962531593,world,2690415.1459,1194448.9443,436.0903
1606991294081651546,8894,1606991294081346153,world,2690415.118,1194448.979,436.0901
1606991294207567770,8895,1606991294207315681,world,2690415.0923,1194449.0141,436.0904
1606991294358558620,8896,1606991294358190351,world,2690415.0664,1194449.0527,436.0907
1606991294454439527,8897,1606991294454099373,world,2690415.0338,1194449.0949,436.0907
1606991294579253509,8898,1606991294578981822,world,2690414.9999,1194449.1367,436.0896
1606991294747326444,8899,1606991294746962139,world,2690414.9696,1194449.1713,436.0913
1606991294816962470,8900,1606991294816709725,world,2690414.9435,1194449.2065,436.0914
1606991294913004609,8901,1606991294912705533,world,2690414.9153,1194449.2392,436.0917
1606991295008956981,8902,1606991295008713473,world,2690414.885,1194449.2755,436.0913
1606991295077726417,8903,1606991295077496183,world,2690414.8581,1194449.3077,436.0917
1606991295227881420,8904,1606991295227542303,world,2690414.8301,1194449.3443,436.0924
1606991295334649383,8905,1606991295334338954,world,2690414.8025,1194449.3794,436.0918
1606991295505509048,8906,1606991295505223138,world,2690414.7691,1194449.415,436.0921
1606991295658187999,8907,1606991295657987844,world,2690414.741,1194449.4503,436.092
1606991295785433301,8908,1606991295785029681,world,2690414.7132,1194449.485,436.0925
1606991295967191441,8909,1606991295966891641,world,2690414.6856,1194449.5242,436.0935
1606991295993890965,8910,1606991295993683141,world,2690414.6566,1194449.5606,436.0934
1606991296122022741,8911,1606991296121684010,world,2690414.6289,1194449.5968,436.0933
1606991296195286165,8912,1606991296194826119,world,2690414.6029,1194449.633,436.0936
1606991296296859682,8913,1606991296296504782,world,2690414.5775,1194449.6712,436.0947
1606991296452750687,8914,1606991296452444374,world,2690414.5493,1194449.7084,436.0948
1606991296605587226,8915,1606991296605285213,world,2690414.5225,1194449.7434,436.0954
1606991296722489026,8916,1606991296722159778,world,2690414.4887,1194449.7819,436.0966
1606991296946421288,8917,1606991296946030749,world,2690414.4617,1194449.8183,436.0974
1606991296988168286,8918,1606991296987953731,world,2690414.4322,1194449.8559,436.0978
1606991297180970723,8919,1606991297180747331,world,2690414.4045,1194449.8923,436.0985
1606991297180988813,8920,1606991297180815879,world,2690414.3758,1194449.93,436.0988
1606991297307898844,8921,1606991297307686876,world,2690414.3513,1194449.9668,436.0996
1606991297419804906,8922,1606991297419603100,world,2690414.3209,1194450.0039,436.0997
1606991297477710696,8923,1606991297477449257,world,2690414.2937,1194450.0431,436.0992
1606991297620449678,8924,1606991297620294798,world,2690414.2632,1194450.08,436.0956
1606991298387868225,8925,1606991298387730234,world,2690414.0814,1194450.3218,436.1034
1606991298523811261,8926,1606991298523643045,world,2690414.0477,1194450.3656,436.1035
1606991298635803928,8927,1606991298635540800,world,2690414.0253,1194450.404,436.1042
1606991298785752276,8928,1606991298785433336,world,2690413.9975,1194450.4428,436.1047
1606991298880915923,8929,1606991298880519339,world,2690413.9691,1194450.4808,436.106
1606991298992591183,8930,1606991298992320275,world,2690413.9401,1194450.52,436.1059
1606991299197329819,8931,1606991299197094242,world,2690413.9102,1194450.5594,436.1057
1606991299336243865,8932,1606991299336002951,world,2690413.8815,1194450.6004,436.1066
1606991299384090666,8933,1606991299383907755,world,2690413.8558,1194450.6376,436.1067
1606991299495016237,8934,1606991299494804985,world,2690413.8274,1194450.6726,436.1068
1606991299595907968,8935,1606991299595681718,world,2690413.7971,1194450.7144,436.1071
1606991299797099038,8936,1606991299796706528,world,2690413.7718,1194450.7524,436.1077
1606991299962817201,8937,1606991299962468901,world,2690413.7454,1194450.7898,436.1076
1606991300010924031,8938,1606991300010570572,world,2690413.7155,1194450.8293,436.1066
1606991300136721909,8939,1606991300136417834,world,2690413.6852,1194450.8594,436.1092
1606991300264627974,8940,1606991300264380297,world,2690413.6624,1194450.8998,436.1092
1606991300382352450,8941,1606991300382106979,world,2690413.6351,1194450.9391,436.1098
1606991300472656422,8942,1606991300472219822,world,2690413.6067,1194450.9778,436.1101
1606991300543071863,8943,1606991300542892800,world,2690413.5812,1194451.019,436.1101
1606991300686069291,8944,1606991300685876886,world,2690413.5533,1194451.0579,436.1095
1606991300806151232,8945,1606991300805867912,world,2690413.5242,1194451.1006,436.109
1606991300885837674,8946,1606991300885644978,world,2690413.4984,1194451.1405,436.1079
1606991301045975405,8947,1606991301045594365,world,2690413.471,1194451.1818,436.1094
1606991301121971133,8948,1606991301121615403,world,2690413.4439,1194451.2212,436.1105
1606991301238775634,8949,1606991301238465003,world,2690413.4164,1194451.2587,436.1107
1606991301404724400,8950,1606991301404386336,world,2690413.3866,1194451.2966,436.1113
1606991301532335087,8951,1606991301532102741,world,2690413.3574,1194451.3373,436.1105
1606991301731281820,8952,1606991301731035070,world,2690413.3316,1194451.3777,436.1111
1606991301773404173,8953,1606991301773076817,world,2690413.3053,1194451.4149,436.1104
1606991301873988552,8954,1606991301873818653,world,2690413.2758,1194451.4547,436.11
1606991301996965385,8955,1606991301996735988,world,2690413.2512,1194451.4951,436.1096
1606991302082038104,8956,1606991302081732742,world,2690413.2235,1194451.5344,436.1089
1606991302250974184,8957,1606991302250706189,world,2690413.1933,1194451.5696,436.11
1606991302345018344,8958,1606991302344624243,world,2690413.168,1194451.6099,436.1102
1606991302446030147,8959,1606991302445623106,world,2690413.141,1194451.6491,436.11
1606991302637471676,8960,1606991302637304933,world,2690413.1151,1194451.6844,436.1105
1606991302714492133,8961,1606991302714151986,world,2690413.0899,1194451.7221,436.1109
1606991302823364609,8962,1606991302823155114,world,2690413.065,1194451.76,436.1114
1606991302999155540,8963,1606991302998937915,world,2690413.038,1194451.7961,436.1115
1606991303185309310,8964,1606991303184954371,world,2690413.0142,1194451.8328,436.111
1606991303280008096,8965,1606991303279758675,world,2690412.9865,1194451.8686,436.1113
1606991303406927019,8966,1606991303406673175,world,2690412.9586,1194451.9058,436.1125
1606991303560732200,8967,1606991303560526957,world,2690412.9287,1194451.9464,436.1136
1606991303736560350,8968,1606991303736331000,world,2690412.8992,1194451.9843,436.1133
1606991303827749646,8969,1606991303827415940,world,2690412.871,1194452.0186,436.114
1606991303854549083,8970,1606991303854311522,world,2690412.8408,1194452.06,436.1135
1606991303960485624,8971,1606991303960236134,world,2690412.8086,1194452.096,436.1139
1606991304080550275,8972,1606991304080206660,world,2690412.7783,1194452.1358,436.1141
1606991304158376608,8973,1606991304158050171,world,2690412.7484,1194452.1757,436.1148
1606991304275083716,8974,1606991304274876332,world,2690412.7206,1194452.2104,436.1143
1606991304352371647,8975,1606991304351939850,world,2690412.6948,1194452.2453,436.1156
1606991304494147327,8976,1606991304493783853,world,2690412.6637,1194452.2781,436.1153
1606991304600954446,8977,1606991304600680089,world,2690412.6334,1194452.3159,436.1157
1606991304685993937,8978,1606991304685593819,world,2690412.6036,1194452.3522,436.116
1606991304867491754,8979,1606991304867331302,world,2690412.5745,1194452.3905,436.1147
1606991304920709819,8980,1606991304920389487,world,2690412.5467,1194452.4288,436.1148
1606991305032874077,8981,1606991305032431295,world,2690412.5166,1194452.4665,436.1158
1606991305185419360,8982,1606991305185117100,world,2690412.4843,1194452.508,436.1136
1606991305275677690,8983,1606991305275241707,world,2690412.4563,1194452.5448,436.1135
1606991305435254454,8984,1606991305434965439,world,2690412.4243,1194452.5826,436.1126
1606991305571912044,8985,1606991305571724912,world,2690412.3972,1194452.6157,436.1143
1606991305741207030,8986,1606991305740832318,world,2690412.3698,1194452.652,436.1147
1606991305948942104,8987,1606991305948567416,world,2690412.3407,1194452.6883,436.1155
1606991306006805815,8988,1606991306006512034,world,2690412.313,1194452.7252,436.1149
1606991306335619936,8989,1606991306335296880,world,2690412.2826,1194452.764,436.1141
1606991306463456466,8990,1606991306463224428,world,2690412.2528,1194452.7993,436.1139
1606991306516372566,8991,1606991306516115994,world,2690412.221,1194452.8342,436.1141
1606991306652285568,8992,1606991306652012313,world,2690412.1916,1194452.8661,436.1146
1606991306771427696,8993,1606991306771056964,world,2690412.1668,1194452.9021,436.1142
1606991306833072782,8994,1606991306832858255,world,2690412.1323,1194452.9443,436.115
1606991306886109356,8995,1606991306885778910,world,2690412.1055,1194452.9773,436.1161
1606991307009930939,8996,1606991307009695369,world,2690412.0739,1194453.015,436.1153
1606991307057996776,8997,1606991307057683350,world,2690412.0453,1194453.0476,436.1145
1606991307184860146,8998,1606991307184592678,world,2690412.0181,1194453.0836,436.1148
1606991307253893816,8999,1606991307253565217,world,2690411.9883,1194453.1203,436.1146
1606991307327566393,9000,1606991307327397111,world,2690411.959,1194453.1563,436.1146
