%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1606990658004221976,3769298,1606987057133715380,imu_link,-0.0024089107755571604,0.006744669750332832,-0.36437445878982544,0.931225061416626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74223709106445,0.619157075881958,-0.5387139320373535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016674144193530083,-0.0019789296202361584,0.0573488287627697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658004247573,3769299,1606987057133824195,imu_link,-0.0024082784075289965,0.006747345440089703,-0.36437544226646423,0.9312246441841125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74236297607422,0.6194684505462646,-0.5387588739395142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019361235201358795,0.0007994822226464748,0.0381312370300293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658004255229,3769300,1606987057133954136,imu_link,-0.0024082784075289965,0.006747345440089703,-0.36437544226646423,0.9312246441841125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74236297607422,0.6194684505462646,-0.5387588739395142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019361235201358795,0.0007994822226464748,0.0381312370300293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658004266709,3769301,1606987057134018215,imu_link,-0.002411080291494727,0.006744179408997297,-0.3643721640110016,0.9312259554862976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.7419548034668,0.6190154552459717,-0.5389235019683838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021521668881177902,-0.0029327739030122757,0.031930647790431976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013229407,3769302,1606987057134082236,imu_link,-0.002411080291494727,0.006744179408997297,-0.3643721640110016,0.9312259554862976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.7419548034668,0.6190154552459717,-0.5389235019683838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021521668881177902,-0.0029327739030122757,0.031930647790431976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013263155,3769303,1606987057134141256,imu_link,-0.002409517765045166,0.006745706312358379,-0.36437347531318665,0.9312254190444946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74211883544922,0.6192429065704346,-0.5388213992118835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00681737344712019,0.0005233872216194868,0.026577726006507874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013278592,3769304,1606987057134220334,imu_link,-0.002409517765045166,0.006745706312358379,-0.36437347531318665,0.9312254190444946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74211883544922,0.6192429065704346,-0.5388213992118835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00681737344712019,0.0005233872216194868,0.026577726006507874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013301463,3769305,1606987057134282131,imu_link,-0.002409296575933695,0.0067453994415700436,-0.36436933279037476,0.9312270283699036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.741607666015625,0.6192217469215393,-0.5387821793556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006474148016422987,0.003077326575294137,0.04587642103433609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013351482,3769306,1606987057134344181,imu_link,-0.002409296575933695,0.0067453994415700436,-0.36436933279037476,0.9312270283699036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.741607666015625,0.6192217469215393,-0.5387821793556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006474148016422987,0.003077326575294137,0.04587642103433609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606990658013368586,3769307,1606987057134403875,imu_link,-0.0024096656125038862,0.006745821796357632,-0.36436912417411804,0.9312270879745483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.74158477783203,0.619251549243927,-0.5388391613960266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005905915983021259,0.0041862959042191505,0.0666976198554039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
