%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606990657490925956,3881,1606990657159049727,world,2690415.8555,1194462.4554,436.0659
1606990657974587933,3882,1606990657974377619,world,2690415.8556,1194462.4556,436.066
1606990658229567508,3883,1606990658229192809,world,2690415.8559,1194462.4556,436.0659
1606990658298422953,3884,1606990658298070580,world,2690415.8559,1194462.4556,436.066
1606990658417223951,3885,1606990658416969938,world,2690415.856,1194462.4557,436.0659
1606990658561014858,3886,1606990658560744428,world,2690415.8558,1194462.4556,436.0659
1606990658687198785,3887,1606990658686847796,world,2690415.8559,1194462.4557,436.0659
1606990658830722430,3888,1606990658830539325,world,2690415.856,1194462.4556,436.0659
1606990658931618813,3889,1606990658931438103,world,2690415.8559,1194462.4556,436.066
1606990659037628255,3890,1606990659037348248,world,2690415.8562,1194462.4557,436.066
1606990659213585571,3891,1606990659213285408,world,2690415.856,1194462.4556,436.066
1606990659299452240,3892,1606990659299206788,world,2690415.8561,1194462.4558,436.066
1606990659419261144,3893,1606990659419068713,world,2690415.8561,1194462.4557,436.0659
1606990659547373718,3894,1606990659547048854,world,2690415.8559,1194462.4556,436.0659
1606990659690119252,3895,1606990659689867317,world,2690415.856,1194462.4556,436.0659
1606990659833072413,3896,1606990659832807775,world,2690415.8559,1194462.4556,436.066
1606990659968961916,3897,1606990659968646001,world,2690415.856,1194462.4556,436.066
1606990660041119387,3898,1606990660040705484,world,2690415.856,1194462.4556,436.0659
1606990660208472952,3899,1606990660208297301,world,2690415.856,1194462.4557,436.066
1606990660280756418,3900,1606990660280416122,world,2690415.856,1194462.4557,436.0659
1606990660456694411,3901,1606990660456280726,world,2690415.8559,1194462.4557,436.0659
1606990660552611060,3902,1606990660552236745,world,2690415.8558,1194462.4555,436.0659
1606990660712474792,3903,1606990660712099947,world,2690415.856,1194462.4557,436.0659
1606990660840137913,3904,1606990660839894460,world,2690415.856,1194462.4557,436.066
1606990660974202460,3905,1606990660973859062,world,2690415.856,1194462.4556,436.0659
1606990661032197539,3906,1606990661031730837,world,2690415.8559,1194462.4556,436.0659
1606990661272174210,3907,1606990661271692915,world,2690415.8561,1194462.4557,436.0659
1606990661398814148,3908,1606990661398502017,world,2690415.8561,1194462.4557,436.0659
1606990661510539194,3909,1606990661510322084,world,2690415.856,1194462.4556,436.0659
1606990661587639599,3910,1606990661587273815,world,2690415.8559,1194462.4557,436.0659
1606990661694572953,3911,1606990661694241975,world,2690415.856,1194462.4556,436.0659
1606990661816516150,3912,1606990661816162184,world,2690415.8559,1194462.4556,436.0659
1606990661951198310,3913,1606990661950920062,world,2690415.8559,1194462.4557,436.0659
1606990662038149530,3914,1606990662037922575,world,2690415.856,1194462.4556,436.0659
1606990662214395678,3915,1606990662213953824,world,2690415.8561,1194462.4557,436.0659
1606990662300293717,3916,1606990662299897657,world,2690415.8559,1194462.4556,436.0659
1606990662427992327,3917,1606990662427683023,world,2690415.8558,1194462.4556,436.0659
1606990662556107498,3918,1606990662555668097,world,2690415.856,1194462.4556,436.0659
1606990662694731725,3919,1606990662694402293,world,2690415.8561,1194462.4557,436.0659
1606990662821850481,3920,1606990662821342974,world,2690415.8561,1194462.4557,436.0659
1606990662930449533,3921,1606990662930188638,world,2690415.8558,1194462.4556,436.0659
1606990663031453404,3922,1606990663031085080,world,2690415.856,1194462.4557,436.0659
1606990663213384122,3923,1606990663212946600,world,2690415.856,1194462.4556,436.0659
1606990663293382105,3924,1606990663292951160,world,2690415.8562,1194462.4558,436.0659
1606990663540048263,3925,1606990663539715720,world,2690415.8561,1194462.4557,436.0659
1606990663646960234,3926,1606990663646626402,world,2690415.856,1194462.4556,436.0659
1606990663725051668,3927,1606990663724613526,world,2690415.856,1194462.4556,436.0659
1606990663843712764,3928,1606990663843338733,world,2690415.856,1194462.4556,436.0659
1606990663982552765,3929,1606990663982226286,world,2690415.856,1194462.4556,436.0659
1606990664118345296,3930,1606990664118146791,world,2690415.856,1194462.4556,436.0659
1606990664310226349,3931,1606990664309982187,world,2690415.8561,1194462.4557,436.0659
1606990664333393101,3932,1606990664333071901,world,2690415.8558,1194462.4556,436.0659
1606990664467281519,3933,1606990664466965604,world,2690415.856,1194462.4556,436.0659
1606990664539881510,3934,1606990664539681403,world,2690415.8557,1194462.4555,436.0659
1606990664675714468,3935,1606990664675574397,world,2690415.856,1194462.4556,436.0659
1606990664803820303,3936,1606990664803619333,world,2690415.8558,1194462.4556,436.0659
1606990664941665267,3937,1606990664941472579,world,2690415.8561,1194462.4557,436.0659
1606990665031843914,3938,1606990665031445037,world,2690415.856,1194462.4556,436.066
1606990665222457232,3939,1606990665222246569,world,2690415.856,1194462.4556,436.0659
1606990665309507124,3940,1606990665309179413,world,2690415.8559,1194462.4556,436.066
1606990665431560855,3941,1606990665431182858,world,2690415.8557,1194462.4556,436.0659
1606990665541153152,3942,1606990665540909307,world,2690415.8559,1194462.4556,436.0659
1606990665680257611,3943,1606990665679882023,world,2690415.8557,1194462.4555,436.0659
1606990665792452991,3944,1606990665791945910,world,2690415.8557,1194462.4555,436.0659
1606990665943185609,3945,1606990665942778962,world,2690415.8558,1194462.4556,436.0659
1606990666034644736,3946,1606990666034479417,world,2690415.8558,1194462.4556,436.0659
1606990666219952490,3947,1606990666219514035,world,2690415.8562,1194462.4557,436.0659
1606990666309742952,3948,1606990666309414470,world,2690415.8558,1194462.4556,436.0659
1606990666461606451,3949,1606990666461285252,world,2690415.8563,1194462.4557,436.0659
