%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606988877752290930,10231,1606988877752108910,world,2690398.0484,1194457.727,435.7563
1606988877811194292,10232,1606988877811039399,world,2690398.048,1194457.7272,435.7561
1606988878619423698,10233,1606988878619296742,world,2690398.0488,1194457.7269,435.7564
1606988878731582082,10234,1606988878731377118,world,2690398.0485,1194457.727,435.7563
1606988878833414486,10235,1606988878833211668,world,2690398.0478,1194457.7272,435.756
1606988878950247996,10236,1606988878950064043,world,2690398.0487,1194457.7269,435.7563
1606988879052256402,10237,1606988879052067387,world,2690398.0483,1194457.727,435.7562
1606988879196101791,10238,1606988879195875634,world,2690398.0481,1194457.7271,435.7561
1606988879288048479,10239,1606988879287801450,world,2690398.0483,1194457.7271,435.7562
1606988879390744154,10240,1606988879390616339,world,2690398.0481,1194457.7272,435.7561
1606988879518668822,10241,1606988879518513880,world,2690398.048,1194457.7272,435.7561
1606988879603768602,10242,1606988879603569606,world,2690398.0476,1194457.7274,435.756
1606988879786657830,10243,1606988879786376724,world,2690398.0481,1194457.7271,435.7561
1606988879923406558,10244,1606988879923215831,world,2690398.0484,1194457.727,435.7562
1606988880059300644,10245,1606988880059099764,world,2690398.0485,1194457.7269,435.7563
1606988880107208906,10246,1606988880107041894,world,2690398.0486,1194457.7269,435.7563
1606988880195250481,10247,1606988880195025514,world,2690398.0478,1194457.7273,435.7561
1606988880314171310,10248,1606988880313928831,world,2690398.0482,1194457.7271,435.7562
1606988880446970800,10249,1606988880446768966,world,2690398.048,1194457.7272,435.7561
1606988880670754842,10250,1606988880670567927,world,2690398.0477,1194457.7273,435.756
1606988880842589354,10251,1606988880842385725,world,2690398.0484,1194457.727,435.7563
1606988880842610249,10252,1606988880842446043,world,2690398.0482,1194457.7271,435.7561
1606988880952452175,10253,1606988880952299272,world,2690398.0481,1194457.7271,435.7561
1606988881126381159,10254,1606988881126136589,world,2690398.0483,1194457.727,435.7562
1606988881362202988,10255,1606988881362015130,world,2690398.0478,1194457.7272,435.756
1606988881431144136,10256,1606988881430939268,world,2690398.0475,1194457.7274,435.7559
1606988881456214600,10257,1606988881455978076,world,2690398.048,1194457.7272,435.7561
1606988881574013466,10258,1606988881573813603,world,2690398.0478,1194457.7273,435.756
1606988881678776241,10259,1606988881678612064,world,2690398.0484,1194457.727,435.7562
1606988881774842829,10260,1606988881774649121,world,2690398.0479,1194457.7272,435.756
1606988881850740774,10261,1606988881850515521,world,2690398.0482,1194457.7271,435.7562
1606988881978589894,10262,1606988881978413048,world,2690398.0478,1194457.7273,435.756
1606988882098582989,10263,1606988882098377653,world,2690398.0485,1194457.727,435.7563
1606988882210450999,10264,1606988882210242249,world,2690398.0483,1194457.7271,435.7562
1606988882327362414,10265,1606988882327185309,world,2690398.0484,1194457.727,435.7562
1606988882407496439,10266,1606988882407221040,world,2690398.0481,1194457.7271,435.7561
1606988882572071762,10267,1606988882571929522,world,2690398.0479,1194457.7272,435.756
1606988882692038922,10268,1606988882691827334,world,2690398.048,1194457.7272,435.7561
1606988882809050690,10269,1606988882808830552,world,2690398.0482,1194457.7271,435.7561
1606988882933746062,10270,1606988882933611170,world,2690398.0483,1194457.7271,435.7562
1606988882995769178,10271,1606988882995615826,world,2690398.0479,1194457.7272,435.7561
1606988883107746949,10272,1606988883107545643,world,2690398.0485,1194457.7269,435.7563
1606988883251445734,10273,1606988883251300846,world,2690398.0481,1194457.7271,435.7561
1606988883355303078,10274,1606988883355185340,world,2690398.0483,1194457.7271,435.7562
1606988883555370680,10275,1606988883555167238,world,2690398.0479,1194457.7272,435.7561
1606988883672257173,10276,1606988883672054190,world,2690398.048,1194457.7272,435.7561
1606988883876190792,10277,1606988883875918030,world,2690398.0483,1194457.727,435.7562
1606988883914017603,10278,1606988883913766146,world,2690398.0482,1194457.7271,435.7562
1606988884057888526,10279,1606988884057713485,world,2690398.0479,1194457.7272,435.756
1606988884132692575,10280,1606988884132523133,world,2690398.048,1194457.7272,435.7561
1606988884284670558,10281,1606988884284451785,world,2690398.0478,1194457.7273,435.756
1606988884342755277,10282,1606988884342504171,world,2690398.0484,1194457.727,435.7562
1606988884414495128,10283,1606988884414334355,world,2690398.0484,1194457.727,435.7562
1606988884611279084,10284,1606988884611133277,world,2690398.0484,1194457.727,435.7562
1606988884691443529,10285,1606988884691206030,world,2690398.0481,1194457.7271,435.7561
1606988884810269860,10286,1606988884810063845,world,2690398.0481,1194457.7271,435.7561
1606988884917116803,10287,1606988884916943581,world,2690398.0481,1194457.7272,435.7561
1606988885045085137,10288,1606988885044894060,world,2690398.048,1194457.7272,435.7561
1606988885101871562,10289,1606988885101725030,world,2690398.0483,1194457.7271,435.7562
1606988885195897575,10290,1606988885195686065,world,2690398.0482,1194457.7271,435.7561
1606988885387895654,10291,1606988885387658292,world,2690398.0489,1194457.7268,435.7563
1606988885467743216,10292,1606988885467553740,world,2690398.0482,1194457.7271,435.7561
1606988885627476944,10293,1606988885627316880,world,2690398.0481,1194457.7272,435.7561
