%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1606987853872894828,2385,1606987853500665082,world,2690396.6368,1194441.355,435.6014
1606987853872919087,2386,1606987853628492567,world,2690396.6369,1194441.3553,435.6014
1606987853872933997,2387,1606987853736499602,world,2690396.6367,1194441.3546,435.6013
1606987853872947891,2388,1606987853842280132,world,2690396.6367,1194441.3549,435.6014
1606987854012404973,2389,1606987854012167353,world,2690396.6368,1194441.3551,435.6013
1606987854092246629,2390,1606987854092080244,world,2690396.6367,1194441.3545,435.6013
1606987854907856103,2391,1606987854907575054,world,2690396.6367,1194441.3547,435.6013
1606987855083554042,2392,1606987855083321480,world,2690396.6366,1194441.3545,435.6013
1606987855191531021,2393,1606987855191264335,world,2690396.6368,1194441.3551,435.6013
1606987855326694643,2394,1606987855326340037,world,2690396.6367,1194441.3547,435.6013
1606987855396500110,2395,1606987855396251263,world,2690396.6368,1194441.355,435.6013
1606987855564247753,2396,1606987855564009685,world,2690396.6368,1194441.3547,435.6013
1606987855644054163,2397,1606987855643824029,world,2690396.6367,1194441.3546,435.6013
1606987855804006238,2398,1606987855803816469,world,2690396.6369,1194441.3551,435.6014
1606987855956768806,2399,1606987855956550275,world,2690396.6368,1194441.3549,435.6013
1606987856011719931,2400,1606987856011525009,world,2690396.6369,1194441.3551,435.6014
1606987856134657706,2401,1606987856134467476,world,2690396.6369,1194441.3551,435.6013
1606987856236763623,2402,1606987856236435433,world,2690396.6369,1194441.3551,435.6013
1606987856380494904,2403,1606987856380220575,world,2690396.6367,1194441.3543,435.6012
1606987856492400061,2404,1606987856492149124,world,2690396.6367,1194441.3544,435.6013
1606987856634384224,2405,1606987856634077791,world,2690396.6365,1194441.3539,435.6013
1606987856760223496,2406,1606987856759921692,world,2690396.6366,1194441.3542,435.6013
1606987856898181996,2407,1606987856897846849,world,2690396.6367,1194441.3545,435.6012
1606987856991971030,2408,1606987856991768131,world,2690396.6368,1194441.3549,435.6013
1606987857163961935,2409,1606987857163641749,world,2690396.6367,1194441.3546,435.6013
1606987857243884823,2410,1606987857243586203,world,2690396.6367,1194441.3547,435.6012
1606987857387576189,2411,1606987857387318260,world,2690396.6368,1194441.3549,435.6013
1606987857547606761,2412,1606987857547255014,world,2690396.6367,1194441.3545,435.6012
1606987857622593266,2413,1606987857622253972,world,2690396.6366,1194441.3543,435.6012
1606987857794495824,2414,1606987857794047673,world,2690396.6368,1194441.355,435.6013
1606987857986191409,2415,1606987857985921027,world,2690396.6368,1194441.3549,435.6013
1606987858039215927,2416,1606987858038879546,world,2690396.6366,1194441.3542,435.6012
1606987858269987257,2417,1606987858269679221,world,2690396.6366,1194441.3542,435.6011
1606987858311028122,2418,1606987858310682683,world,2690396.6366,1194441.3542,435.6013
1606987858407018072,2419,1606987858406543046,world,2690396.6368,1194441.3548,435.6013
1606987858482696060,2420,1606987858482419718,world,2690396.6366,1194441.3544,435.6013
1606987858586590494,2421,1606987858586330557,world,2690396.6368,1194441.3551,435.6013
1606987858746562994,2422,1606987858746263142,world,2690396.6367,1194441.3547,435.6013
