%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1606986292135890208,276876,1606982691551041947,imu_link,0.0006211109575815499,0.005005810875445604,0.5242270231246948,0.8515636324882507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23476028442383,0.45117029547691345,0.36133185029029846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394268287345767,-0.01130402646958828,-0.0014102678978815675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292135916348,276877,1606982691551148482,imu_link,0.0006219579372555017,0.005006010644137859,0.5242252349853516,0.8515647053718567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23451614379883,0.4511396288871765,0.36142557859420776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010559923248365521,-0.009228766895830631,0.019757630303502083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292135927470,276878,1606982691551296331,imu_link,0.0006219579372555017,0.005006010644137859,0.5242252349853516,0.8515647053718567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23451614379883,0.4511396288871765,0.36142557859420776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010559923248365521,-0.009228766895830631,0.019757630303502083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292135951593,276879,1606982691551369340,imu_link,0.0006248670979402959,0.005004720762372017,0.5242219567298889,0.8515667915344238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.234073638916016,0.45084047317504883,0.3616302013397217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022423965856432915,0.0064172884449362755,0.018420232459902763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292135980896,276880,1606982691551447824,imu_link,0.0006248670979402959,0.005004720762372017,0.5242219567298889,0.8515667915344238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.234073638916016,0.45084047317504883,0.3616302013397217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022423965856432915,0.0064172884449362755,0.018420232459902763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292135994097,276881,1606982691551524227,imu_link,0.0006242558010853827,0.005006303079426289,0.5242215991020203,0.8515670299530029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23402404785156,0.45103174448013306,0.36166539788246155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001730928081087768,0.0098646841943264,0.014403527602553368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292136002453,276882,1606982691551611086,imu_link,0.0006242558010853827,0.005006303079426289,0.5242215991020203,0.8515670299530029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23402404785156,0.45103174448013306,0.36166539788246155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001730928081087768,0.0098646841943264,0.014403527602553368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292136015386,276883,1606982691551687485,imu_link,0.0006219922797754407,0.005003174301236868,0.5242202281951904,0.8515678644180298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23384094238281,0.45086294412612915,0.36125585436820984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031527315150015056,0.0001944220857694745,0.0016958273481577635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292138904348,276884,1606982691551753299,imu_link,0.0006219922797754407,0.005003174301236868,0.5242202281951904,0.8515678644180298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23384094238281,0.45086294412612915,0.36125585436820984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031527315150015056,0.0001944220857694745,0.0016958273481577635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292138915384,276885,1606982691551826340,imu_link,0.0006214088061824441,0.00500474963337183,0.5242186784744263,0.8515686988830566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23363494873047,0.45105233788490295,0.3612927794456482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02093631587922573,0.005098642781376839,0.000266533374087885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292138920685,276886,1606982691551894712,imu_link,0.0006214088061824441,0.00500474963337183,0.5242186784744263,0.8515686988830566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23363494873047,0.45105233788490295,0.3612927794456482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02093631587922573,0.005098642781376839,0.000266533374087885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292148668465,276887,1606982691564496716,imu_link,0.0006238355999812484,0.00500098243355751,0.5242196917533875,0.8515681624412537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23377227783203,0.4505385756492615,0.36130374670028687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026968492195010185,0.023241344839334488,-0.01191298384219408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149703195,276888,1606982691564634320,imu_link,0.0006238355999812484,0.00500098243355751,0.5242196917533875,0.8515681624412537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23377227783203,0.4505385756492615,0.36130374670028687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026968492195010185,0.023241344839334488,-0.01191298384219408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149735061,276889,1606982691564895083,imu_link,0.000623699277639389,0.005000178702175617,0.5242181420326233,0.8515691757202148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23355484008789,0.450469046831131,0.36124131083488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013262278400361538,0.015131679363548756,-0.016066765412688255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149745500,276890,1606982691564986675,imu_link,0.000623699277639389,0.005000178702175617,0.5242181420326233,0.8515691757202148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23355484008789,0.450469046831131,0.36124131083488464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013262278400361538,0.015131679363548756,-0.016066765412688255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149763813,276891,1606982691565095637,imu_link,0.0006226576515473425,0.004997223149985075,0.5242171883583069,0.8515697717666626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23342514038086,0.45024365186691284,0.3609616160392761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002009099815040827,-0.007026681676506996,-0.013021308928728104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149772463,276892,1606982691565186578,imu_link,0.0006226576515473425,0.004997223149985075,0.5242171883583069,0.8515697717666626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23342514038086,0.45024365186691284,0.3609616160392761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002009099815040827,-0.007026681676506996,-0.013021308928728104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149785511,276893,1606982691565290979,imu_link,0.0006226576515473425,0.004997223149985075,0.5242171883583069,0.8515697717666626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23342514038086,0.45024365186691284,0.3609616160392761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00491830101236701,-0.001887562801130116,-0.022573718801140785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292149811335,276894,1606982691565370082,imu_link,0.0006226576515473425,0.004997223149985075,0.5242171883583069,0.8515697717666626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.23342514038086,0.45024365186691284,0.3609616160392761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00491830101236701,-0.001887562801130116,-0.022573718801140785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292150728872,276895,1606982691565446529,imu_link,0.0006215459434315562,0.004996607080101967,0.5242165327072144,0.851570188999176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.233333587646484,0.4502505958080292,0.36081573367118835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01053327415138483,0.004110223148018122,-0.0020699084270745516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606986292150739674,276896,1606982691565526910,imu_link,0.0006215459434315562,0.004996607080101967,0.5242165327072144,0.851570188999176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.233333587646484,0.4502505958080292,0.36081573367118835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01053327415138483,0.004110223148018122,-0.0020699084270745516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
