Place,Neigungswinkel IMU,Neigungswinkel LEICA,Differenz
34_1_Start,1.4951340382348837,1.3618526459292042,0.13328139230567948
34_1_End,0.819779033625878,1.0364120614260495,0.21663302780017146
34_2_Start,0.819220241192702,0.93368794138259,0.11446770018988806
34_2_End,0.7814925032502743,0.890428435061371,0.10893593181109673
34_3_Start,1.1290219729411217,1.2989374375100469,0.16991546456892515
34_3_End,1.0313060343215432,1.0891947904220294,0.05788875610048616
34_4_Start,0.9189116471774401,0.9128014945026833,0.006110152674756786
34_4_End,0.6653831434570788,0.7666888795422625,0.10130573608518367
