Place,TrimSart,TrimEnd,Median,Mean,Std,Max,Min,>5°
31_1_Drive,0,0,0.8881473024480753,0.8715389892618739,0.29388765158052255,1.8065799060466936,0.17752561640909126,|Series([], dtype: float64)|
31_2_Drive,0,0,1.6155185007744715,1.5611346630494591,0.557459872170301,3.3576089387701917,0.05570050415757083,|Series([], dtype: float64)|
31_3_Drive,0,0,0.47724492243528766,0.5246398210584182,0.3010676528054004,1.6388632162372307,0.001704538932376959,|Series([], dtype: float64)|
31_4_Drive,0,0,0.5937304211609726,0.7255835134371418,0.3721753387581392,2.03154188777811,0.008588757633245379,|Series([], dtype: float64)|
31_5_Drive,0,0,1.0992070173198065,1.0989283560037113,0.40026923902056244,2.325703960420053,0.09427556020821881,|Series([], dtype: float64)|
