Place,TrimSart,TrimEnd,Median,Mean,Std,Max,Min,>5°
IMU_only_Drive,0,0,1.579601501865686,1.5305230305801936,0.6859003402968192,3.555129402719025,0.11143707321280404,|Series([], dtype: float64)|
